"","day","temp","dewp","NUM_COLLISIONS"
"645",5,70.4,63.5,1.47667330043083
"646",1,74.1,70.4,-0.102723071035634
"647",2,74.5,71,0.254658589661157
"648",3,73.9,70.1,-0.079666189700357
"649",4,73.4,69.4,-0.0104955456945265
"650",5,73.6,70.2,1.75335587645415
"651",1,71.7,69.2,-0.298706562385487
"652",2,72.8,68.7,-0.0681377490327185
"653",3,73.8,68.1,0.0586750983113039
"654",4,72.3,60.6,0.150902623652411
"655",5,71.4,59.5,0.0932604203142191
"656",1,74.8,69.6,0.150902623652411
"657",2,74.6,64.7,0.289243911664072
"658",3,66,62.6,0.612040250357947
"659",4,74.5,70,0.73885309770197
